Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,is_date_missing,validate_transaction
TXN_9684465,Cake,5,3,15,NULL,Takeaway,"Wednesday, February 15, 2023",0,yes
TXN_7570308,Tea,4,1.5,6,Cash,NULL,NULL,1,yes
TXN_6476304,Sandwich,2,4,8,Credit Card,NULL,"Friday, March 17, 2023",0,yes
TXN_3893927,Salad,4,5,20,NULL,In-store,"Thursday, September 14, 2023",0,yes
TXN_5947976,Coffee,3,2,6,NULL,In-store,"Sunday, May 21, 2023",0,yes
TXN_4139983,Tea,5,1.5,7.5,Cash,Takeaway,"Monday, October 16, 2023",0,yes
TXN_4571222,Cookie,2,1,2,Credit Card,NULL,"Tuesday, March 21, 2023",0,yes
TXN_6484542,Salad,5,5,25,Credit Card,NULL,"Thursday, May 18, 2023",0,yes
TXN_5183630,Coffee,4,2,8,NULL,In-store,"Wednesday, February 15, 2023",0,yes
TXN_5562799,Cookie,5,1,5,NULL,NULL,"Wednesday, October 25, 2023",0,yes
TXN_9601220,NULL,3,1,NULL,Digital Wallet,Takeaway,"Thursday, April 20, 2023",0,NULL
TXN_6404625,Cake,5,3,15,Credit Card,NULL,"Monday, April 24, 2023",0,yes
TXN_5327102,Cookie,2,1,2,NULL,NULL,"Sunday, July 16, 2023",0,yes
TXN_6540284,Juice,1,3,3,NULL,NULL,"Monday, April 24, 2023",0,yes
TXN_3670939,Tea,3,1.5,4.5,Cash,NULL,"Thursday, July 13, 2023",0,yes
TXN_2935871,Cookie,4,1,4,Cash,Takeaway,"Friday, July 7, 2023",0,yes
TXN_1610204,Cake,1,3,3,NULL,Takeaway,"Sunday, February 19, 2023",0,yes
TXN_1863866,Smoothie,1,4,4,Cash,NULL,"Tuesday, October 3, 2023",0,yes
TXN_4630854,Tea,1,1.5,1.5,Digital Wallet,NULL,"Friday, February 10, 2023",0,yes
TXN_6183842,Tea,3,1.5,4.5,NULL,NULL,"Friday, September 15, 2023",0,yes
TXN_5355693,Smoothie,1,4,4,NULL,NULL,"Sunday, December 3, 2023",0,yes
TXN_8284910,Smoothie,1,4,4,Cash,In-store,"Wednesday, July 19, 2023",0,yes
TXN_4408913,Salad,2,5,10,Cash,NULL,"Thursday, August 24, 2023",0,yes
TXN_2123573,Coffee,5,2,10,Digital Wallet,Takeaway,"Monday, January 9, 2023",0,yes
TXN_8036176,Cookie,4,1,4,Credit Card,Takeaway,"Tuesday, June 20, 2023",0,yes
TXN_2490185,Salad,4,5,20,Credit Card,In-store,"Monday, December 18, 2023",0,yes
TXN_6295420,Juice,1,3,3,Digital Wallet,Takeaway,"Wednesday, September 27, 2023",0,yes
TXN_1542042,Cake,4,3,12,Credit Card,Takeaway,"Wednesday, July 26, 2023",0,yes
TXN_7716125,Cookie,2,1,2,Digital Wallet,NULL,"Wednesday, May 17, 2023",0,yes
TXN_6579109,Juice,1,3,3,Credit Card,Takeaway,"Wednesday, February 22, 2023",0,yes
TXN_5577030,Cookie,4,1,4,Digital Wallet,Takeaway,"Wednesday, February 15, 2023",0,yes
TXN_3910230,Sandwich,5,4,20,Cash,Takeaway,"Thursday, January 5, 2023",0,yes
TXN_8031804,Coffee,4,2,8,Credit Card,NULL,"Saturday, July 1, 2023",0,yes
TXN_6928775,NULL,2,1,2,Cash,In-store,"Saturday, March 25, 2023",0,yes
TXN_6755107,Smoothie,2,4,8,Digital Wallet,NULL,"Tuesday, November 14, 2023",0,yes
TXN_5153899,Tea,3,1.5,4.5,NULL,Takeaway,"Wednesday, March 1, 2023",0,yes
TXN_5632156,Sandwich,4,4,16,Digital Wallet,NULL,"Wednesday, August 2, 2023",0,yes
TXN_9861782,Sandwich,4,4,16,Credit Card,In-store,"Saturday, July 15, 2023",0,yes
TXN_8861275,Smoothie,2,4,8,NULL,In-store,"Tuesday, October 31, 2023",0,yes
TXN_8961155,Cake,5,3,NULL,Cash,Takeaway,"Wednesday, September 6, 2023",0,NULL
TXN_6112765,Coffee,2,2,4,Credit Card,Takeaway,"Friday, July 21, 2023",0,yes
TXN_7090563,Smoothie,3,4,12,NULL,In-store,"Thursday, August 17, 2023",0,yes
TXN_9737090,Sandwich,3,4,12,NULL,In-store,"Thursday, June 1, 2023",0,yes
TXN_2847831,Coffee,1,2,2,Cash,In-store,"Sunday, February 19, 2023",0,yes
TXN_3385167,Tea,3,1.5,4.5,Cash,In-store,"Wednesday, April 26, 2023",0,yes
TXN_1938071,Sandwich,4,4,16,Credit Card,In-store,"Monday, December 25, 2023",0,yes
TXN_8774692,Tea,5,1.5,7.5,Digital Wallet,NULL,"Wednesday, July 12, 2023",0,yes
TXN_4887268,Salad,1,5,5,Credit Card,In-store,"Monday, October 16, 2023",0,yes
TXN_9506372,Cake,4,3,12,NULL,NULL,"Monday, November 6, 2023",0,yes
TXN_6651961,Salad,4,5,20,Credit Card,In-store,"Wednesday, February 8, 2023",0,yes
TXN_2537138,Cake,3,3,9,NULL,NULL,"Tuesday, October 24, 2023",0,yes
TXN_2015313,Salad,5,5,25,Cash,NULL,"Wednesday, October 18, 2023",0,yes
TXN_5604797,Coffee,1,2,2,Cash,In-store,"Friday, October 13, 2023",0,yes
TXN_6303383,Cake,4,3,12,Digital Wallet,In-store,"Friday, September 22, 2023",0,yes
TXN_7059722,Sandwich,5,4,20,Digital Wallet,In-store,NULL,1,yes
TXN_5403707,Smoothie,3,4,12,Cash,In-store,"Monday, March 20, 2023",0,yes
TXN_4084052,Juice,2,3,6,Digital Wallet,In-store,"Friday, June 30, 2023",0,yes
TXN_3843541,NULL,3,5,15,Credit Card,In-store,"Monday, March 6, 2023",0,yes
TXN_7113656,Juice,2,3,6,Credit Card,Takeaway,"Sunday, January 22, 2023",0,yes
TXN_6039235,Juice,2,3,6,Digital Wallet,NULL,"Sunday, June 25, 2023",0,yes
TXN_6621756,Cookie,1,1,1,NULL,NULL,"Tuesday, November 14, 2023",0,yes
TXN_3923847,Cake,2,3,6,Credit Card,NULL,"Tuesday, September 12, 2023",0,yes
TXN_3226989,Salad,1,5,5,Credit Card,Takeaway,"Monday, April 17, 2023",0,yes
TXN_1523567,Salad,3,5,NULL,Digital Wallet,Takeaway,"Wednesday, November 22, 2023",0,NULL
TXN_8751289,Tea,2,1.5,3,Cash,In-store,"Sunday, September 10, 2023",0,yes
TXN_9996195,Juice,5,3,15,Digital Wallet,In-store,"Thursday, March 16, 2023",0,yes
TXN_2151688,Cake,5,3,15,NULL,NULL,"Friday, September 29, 2023",0,yes
TXN_4243591,Cake,4,3,12,Credit Card,In-store,"Wednesday, October 11, 2023",0,yes
TXN_4138399,Cookie,5,1,5,Credit Card,Takeaway,"Monday, July 3, 2023",0,yes
TXN_1724233,Cookie,5,1,5,Digital Wallet,Takeaway,"Wednesday, February 1, 2023",0,yes
TXN_1564506,Smoothie,5,4,20,Digital Wallet,In-store,"Wednesday, February 1, 2023",0,yes
TXN_3520982,Salad,5,5,25,NULL,NULL,"Thursday, October 26, 2023",0,yes
TXN_6130455,Tea,2,1.5,3,Digital Wallet,NULL,NULL,1,yes
TXN_8936591,Cookie,5,1,5,NULL,In-store,"Wednesday, March 22, 2023",0,yes
TXN_7622389,Tea,4,1.5,6,Digital Wallet,In-store,"Sunday, February 26, 2023",0,yes
TXN_2204457,Coffee,4,2,8,Cash,Takeaway,"Friday, January 6, 2023",0,yes
TXN_1319834,Cookie,1,1,1,NULL,NULL,"Friday, March 31, 2023",0,yes
TXN_9042043,Cookie,4,1,4,Cash,Takeaway,NULL,1,yes
TXN_7503593,Cookie,5,1,5,Digital Wallet,Takeaway,"Wednesday, April 19, 2023",0,yes
TXN_4076463,Cookie,3,1,3,Digital Wallet,NULL,"Sunday, June 25, 2023",0,yes
TXN_1901704,Salad,5,5,25,Cash,NULL,"Friday, November 17, 2023",0,yes
TXN_5589433,Cake,2,3,6,Cash,In-store,"Monday, March 13, 2023",0,yes
TXN_4386732,Smoothie,4,4,16,Cash,NULL,"Tuesday, August 1, 2023",0,yes
TXN_4983903,NULL,5,4,20,NULL,NULL,"Monday, September 18, 2023",0,yes
TXN_8043642,Salad,4,5,20,Cash,In-store,"Monday, June 12, 2023",0,yes
TXN_1223805,Juice,3,3,9,NULL,In-store,"Tuesday, July 4, 2023",0,yes
TXN_3879110,NULL,4,1,NULL,Credit Card,Takeaway,"Saturday, March 18, 2023",0,NULL
TXN_9551491,Salad,1,5,5,NULL,NULL,"Thursday, July 13, 2023",0,yes
TXN_3033987,Cake,4,3,12,Cash,NULL,"Monday, March 13, 2023",0,yes
TXN_2732570,Cookie,3,1,3,Digital Wallet,NULL,"Friday, June 23, 2023",0,yes
TXN_9104781,Sandwich,2,4,8,NULL,NULL,"Monday, July 3, 2023",0,yes
TXN_7876775,Coffee,5,2,10,NULL,Takeaway,"Thursday, February 9, 2023",0,yes
TXN_7566250,Salad,3,5,15,NULL,Takeaway,"Sunday, June 4, 2023",0,yes
TXN_3365018,Juice,5,3,15,Cash,Takeaway,"Monday, February 6, 2023",0,yes
TXN_1487762,Tea,3,1.5,4.5,NULL,NULL,"Tuesday, February 7, 2023",0,yes
TXN_4592205,Cookie,3,1,3,Credit Card,In-store,"Saturday, December 30, 2023",0,yes
TXN_6660755,Cookie,2,1,2,Credit Card,In-store,"Tuesday, May 16, 2023",0,yes
TXN_3290872,Cake,2,3,6,Credit Card,In-store,"Tuesday, June 13, 2023",0,yes
TXN_8800818,Cake,2,3,NULL,Digital Wallet,NULL,"Thursday, September 28, 2023",0,NULL
TXN_5707386,Tea,5,1.5,7.5,NULL,Takeaway,"Wednesday, June 28, 2023",0,yes
TXN_1145592,Juice,1,3,3,Credit Card,Takeaway,"Monday, September 11, 2023",0,yes
TXN_2670487,Coffee,3,2,6,Digital Wallet,NULL,"Friday, October 20, 2023",0,yes
TXN_9485101,Cookie,2,1,2,Cash,Takeaway,"Wednesday, November 1, 2023",0,yes
TXN_9667219,Juice,4,3,12,Cash,In-store,"Monday, October 9, 2023",0,yes
TXN_3119835,Tea,2,1.5,3,Digital Wallet,In-store,"Wednesday, March 1, 2023",0,yes
TXN_2454046,Juice,2,3,6,NULL,Takeaway,NULL,1,yes
TXN_7014091,Coffee,5,2,10,Cash,In-store,"Sunday, November 26, 2023",0,yes
TXN_7107807,Cookie,1,1,1,Digital Wallet,NULL,"Wednesday, November 1, 2023",0,yes
TXN_5698925,Juice,2,3,6,NULL,In-store,"Saturday, April 8, 2023",0,yes
TXN_6662213,Sandwich,4,4,16,Digital Wallet,NULL,"Wednesday, January 18, 2023",0,yes
TXN_1336900,Coffee,5,2,10,Credit Card,NULL,"Monday, January 16, 2023",0,yes
TXN_2250785,Cake,1,3,3,Cash,NULL,"Sunday, March 19, 2023",0,yes
TXN_8122340,Coffee,4,2,NULL,Credit Card,NULL,"Friday, June 9, 2023",0,NULL
TXN_9911498,Coffee,4,2,8,Cash,In-store,"Monday, March 27, 2023",0,yes
TXN_4130861,Salad,2,5,10,Credit Card,NULL,NULL,1,yes
TXN_3741325,Sandwich,5,4,20,Digital Wallet,NULL,"Tuesday, July 4, 2023",0,yes
TXN_8658970,Salad,3,5,15,Credit Card,NULL,"Sunday, September 3, 2023",0,yes
TXN_2887971,Smoothie,2,4,8,Digital Wallet,NULL,"Monday, June 26, 2023",0,yes
TXN_9865855,Coffee,3,2,6,Digital Wallet,Takeaway,"Tuesday, April 18, 2023",0,yes
TXN_8913492,Sandwich,4,4,16,Credit Card,In-store,"Monday, December 25, 2023",0,yes
TXN_5625086,Sandwich,1,4,4,Credit Card,In-store,"Saturday, June 17, 2023",0,yes
TXN_2690222,NULL,4,3,12,NULL,NULL,"Sunday, January 1, 2023",0,yes
TXN_5767429,Cake,2,3,6,NULL,NULL,"Sunday, March 19, 2023",0,yes
TXN_4435352,Salad,2,5,10,Credit Card,NULL,"Wednesday, May 3, 2023",0,yes
TXN_1009421,Cookie,4,1,4,Cash,Takeaway,"Tuesday, February 21, 2023",0,yes
TXN_5369243,Smoothie,4,4,16,Cash,Takeaway,"Thursday, November 16, 2023",0,yes
TXN_2939667,NULL,1,3,3,NULL,In-store,"Thursday, December 21, 2023",0,yes
TXN_7293241,NULL,1,2,2,Digital Wallet,NULL,"Sunday, August 27, 2023",0,yes
TXN_1827212,Sandwich,5,4,20,NULL,NULL,"Friday, December 22, 2023",0,yes
TXN_4809548,Smoothie,3,4,12,NULL,Takeaway,"Saturday, November 4, 2023",0,yes
TXN_2224935,Coffee,1,2,2,Digital Wallet,NULL,"Saturday, April 15, 2023",0,yes
TXN_9522045,Coffee,3,2,6,NULL,NULL,"Tuesday, May 30, 2023",0,yes
TXN_6128966,Sandwich,3,4,12,NULL,NULL,"Monday, December 18, 2023",0,yes
TXN_5475746,Cake,3,3,9,Credit Card,In-store,"Sunday, August 20, 2023",0,yes
TXN_6071339,Coffee,5,2,10,Cash,Takeaway,"Tuesday, October 17, 2023",0,yes
TXN_9540864,Cookie,2,1,2,Digital Wallet,Takeaway,"Monday, August 7, 2023",0,yes
TXN_6389404,Juice,5,3,15,Digital Wallet,In-store,"Monday, November 20, 2023",0,yes
TXN_8724474,NULL,5,5,25,Cash,NULL,"Friday, August 4, 2023",0,yes
TXN_8199524,Cake,5,3,15,Cash,NULL,"Friday, December 1, 2023",0,yes
TXN_1212652,Juice,3,3,9,Credit Card,NULL,"Monday, January 30, 2023",0,yes
TXN_1799247,Coffee,3,2,6,NULL,NULL,"Wednesday, January 25, 2023",0,yes
TXN_5745054,Smoothie,1,4,4,Credit Card,NULL,"Thursday, January 26, 2023",0,yes
TXN_3499226,Juice,1,3,3,Credit Card,Takeaway,"Friday, September 8, 2023",0,yes
TXN_3893480,Cookie,3,1,3,NULL,NULL,"Sunday, December 24, 2023",0,yes
TXN_2614271,NULL,2,4,8,Digital Wallet,NULL,"Thursday, August 3, 2023",0,yes
TXN_8295765,Cake,4,3,12,NULL,Takeaway,"Wednesday, April 5, 2023",0,yes
TXN_1324760,Tea,4,1.5,6,Cash,In-store,"Wednesday, January 18, 2023",0,yes
TXN_8292441,Salad,1,5,5,Cash,Takeaway,"Friday, September 15, 2023",0,yes
TXN_6663486,Coffee,3,2,6,NULL,NULL,"Thursday, November 2, 2023",0,yes
TXN_3792125,Salad,5,5,25,Credit Card,In-store,"Friday, August 25, 2023",0,yes
TXN_7021504,Cookie,2,1,2,NULL,In-store,"Wednesday, May 31, 2023",0,yes
TXN_8608811,Cake,5,3,15,Credit Card,Takeaway,"Thursday, January 5, 2023",0,yes
TXN_4368729,Coffee,3,2,6,Digital Wallet,In-store,"Sunday, June 11, 2023",0,yes
TXN_5072156,Tea,3,1.5,4.5,Digital Wallet,Takeaway,"Monday, July 24, 2023",0,yes
TXN_5763520,NULL,1,5,5,NULL,NULL,"Tuesday, January 17, 2023",0,yes
TXN_4877933,Juice,5,3,15,Digital Wallet,In-store,"Thursday, January 12, 2023",0,yes
TXN_8854384,Juice,5,3,15,Cash,Takeaway,"Saturday, August 12, 2023",0,yes
TXN_3308378,Cookie,4,1,4,Digital Wallet,NULL,"Friday, April 28, 2023",0,yes
TXN_4355766,Cookie,5,1,NULL,Digital Wallet,NULL,"Tuesday, November 7, 2023",0,NULL
TXN_5644235,Salad,4,5,20,Cash,In-store,"Saturday, March 25, 2023",0,yes
TXN_5331285,Sandwich,3,4,12,Digital Wallet,NULL,"Sunday, March 12, 2023",0,yes
TXN_7620397,Cookie,4,1,4,NULL,NULL,"Sunday, December 24, 2023",0,yes
TXN_5117595,Smoothie,4,4,16,Cash,In-store,"Sunday, February 5, 2023",0,yes
TXN_9708144,Smoothie,3,4,12,Cash,NULL,"Tuesday, April 18, 2023",0,yes
TXN_3589166,Tea,1,1.5,1.5,NULL,NULL,"Thursday, February 2, 2023",0,yes
TXN_3943672,Sandwich,4,4,16,Credit Card,NULL,"Saturday, October 21, 2023",0,yes
TXN_8988279,Smoothie,2,4,8,NULL,In-store,"Tuesday, August 8, 2023",0,yes
TXN_4269933,Smoothie,2,4,8,NULL,Takeaway,"Tuesday, March 28, 2023",0,yes
TXN_2234460,Tea,2,1.5,3,NULL,Takeaway,"Tuesday, August 15, 2023",0,yes
TXN_4356564,Coffee,2,2,4,Credit Card,Takeaway,"Thursday, October 5, 2023",0,yes
TXN_2223047,NULL,2,2,4,NULL,Takeaway,"Wednesday, June 14, 2023",0,yes
TXN_9469735,Cake,1,3,3,NULL,In-store,"Sunday, December 31, 2023",0,yes
TXN_6762250,Cookie,2,1,2,Digital Wallet,Takeaway,"Saturday, June 17, 2023",0,yes
TXN_8553273,Juice,5,3,15,Cash,In-store,"Sunday, January 15, 2023",0,yes
TXN_8713971,Tea,1,1.5,1.5,Cash,NULL,"Saturday, August 26, 2023",0,yes
TXN_4076575,Smoothie,3,4,12,NULL,Takeaway,"Wednesday, January 18, 2023",0,yes
TXN_2432379,Coffee,1,2,2,Credit Card,In-store,"Tuesday, October 24, 2023",0,yes
TXN_3187634,NULL,5,2,10,Digital Wallet,Takeaway,"Friday, September 1, 2023",0,yes
TXN_5908104,Sandwich,2,4,8,Credit Card,NULL,"Friday, May 12, 2023",0,yes
TXN_1355212,Coffee,2,2,4,NULL,NULL,"Thursday, May 25, 2023",0,yes
TXN_2155393,Juice,2,3,6,Digital Wallet,In-store,"Wednesday, July 12, 2023",0,yes
TXN_3485938,NULL,4,5,20,Cash,Takeaway,"Sunday, May 28, 2023",0,yes
TXN_9449037,Coffee,4,2,8,NULL,Takeaway,"Sunday, April 30, 2023",0,yes
TXN_3114654,Juice,3,3,9,NULL,In-store,"Friday, December 1, 2023",0,yes
TXN_5837801,Salad,1,5,NULL,Credit Card,In-store,"Wednesday, January 25, 2023",0,NULL
TXN_1336470,Tea,1,1.5,1.5,Cash,NULL,"Friday, December 22, 2023",0,yes
TXN_2544724,Cake,5,3,15,Digital Wallet,Takeaway,"Thursday, December 28, 2023",0,yes
TXN_1035504,Smoothie,2,4,8,Digital Wallet,Takeaway,"Thursday, March 30, 2023",0,yes
TXN_2576799,Juice,1,3,3,Cash,NULL,"Sunday, March 12, 2023",0,yes
TXN_4659155,Juice,1,3,3,NULL,NULL,"Thursday, April 13, 2023",0,yes
TXN_9781961,Coffee,1,2,2,Credit Card,In-store,"Friday, December 1, 2023",0,yes
TXN_5313347,Cookie,2,1,2,Digital Wallet,Takeaway,"Sunday, December 10, 2023",0,yes
TXN_7926510,Salad,4,5,20,Cash,NULL,"Tuesday, October 3, 2023",0,yes
TXN_6736084,Juice,1,3,3,NULL,Takeaway,"Wednesday, April 19, 2023",0,yes
TXN_5573731,Sandwich,4,4,16,Cash,NULL,"Sunday, January 15, 2023",0,yes
TXN_2760327,Salad,1,5,5,NULL,Takeaway,"Thursday, February 16, 2023",0,yes
TXN_5540067,Tea,4,1.5,6,NULL,NULL,"Thursday, August 24, 2023",0,yes
TXN_7585599,Cake,1,3,3,Credit Card,NULL,"Thursday, January 12, 2023",0,yes
TXN_1635631,Cookie,4,1,4,Credit Card,NULL,"Tuesday, July 4, 2023",0,yes
TXN_8907996,Sandwich,4,4,16,Cash,In-store,"Sunday, February 19, 2023",0,yes
TXN_3206049,Coffee,4,2,8,NULL,NULL,"Monday, March 27, 2023",0,yes
TXN_4620647,Coffee,1,2,2,Digital Wallet,NULL,"Saturday, July 15, 2023",0,yes
TXN_5348915,Juice,1,3,3,Digital Wallet,Takeaway,"Sunday, July 9, 2023",0,yes
TXN_6323914,Juice,1,3,3,Credit Card,In-store,"Sunday, March 19, 2023",0,yes
TXN_7804128,Sandwich,5,4,20,Digital Wallet,In-store,"Sunday, February 12, 2023",0,yes
TXN_6228313,NULL,4,3,12,NULL,NULL,"Tuesday, January 24, 2023",0,yes
TXN_2930752,Cake,2,3,6,Credit Card,NULL,"Saturday, March 4, 2023",0,yes
TXN_3477101,Cookie,4,1,4,NULL,Takeaway,"Tuesday, May 2, 2023",0,yes
TXN_2210265,Juice,2,3,6,Credit Card,Takeaway,"Wednesday, June 14, 2023",0,yes
TXN_5534515,Smoothie,1,4,4,Credit Card,Takeaway,"Thursday, February 9, 2023",0,yes
TXN_9561380,Sandwich,1,4,4,Digital Wallet,Takeaway,"Friday, August 11, 2023",0,yes
TXN_3038078,Cookie,1,1,1,Credit Card,Takeaway,"Thursday, April 6, 2023",0,yes
TXN_5652473,Smoothie,4,4,16,NULL,NULL,"Sunday, March 19, 2023",0,yes
TXN_5222822,Salad,1,5,5,NULL,In-store,"Monday, November 20, 2023",0,yes
TXN_6238191,Smoothie,4,4,16,NULL,In-store,"Friday, October 27, 2023",0,yes
TXN_1244593,Salad,5,5,25,NULL,In-store,"Tuesday, April 11, 2023",0,yes
TXN_9749175,Cake,1,3,3,Credit Card,In-store,"Thursday, September 7, 2023",0,yes
TXN_4502314,Cookie,3,1,3,Credit Card,NULL,"Friday, June 2, 2023",0,yes
TXN_5476846,Tea,4,1.5,6,Credit Card,Takeaway,NULL,1,yes
TXN_3703964,Sandwich,2,4,8,Credit Card,Takeaway,"Saturday, September 23, 2023",0,yes
TXN_1554195,Smoothie,2,4,8,Digital Wallet,NULL,"Sunday, October 22, 2023",0,yes
TXN_1025152,Cookie,4,1,4,NULL,NULL,"Saturday, August 19, 2023",0,yes
TXN_3429942,Smoothie,3,4,NULL,Digital Wallet,In-store,"Monday, April 24, 2023",0,NULL
TXN_2134660,NULL,5,3,15,Credit Card,In-store,"Wednesday, November 8, 2023",0,yes
TXN_8944175,Salad,3,5,15,Digital Wallet,NULL,"Thursday, November 30, 2023",0,yes
TXN_4680399,Juice,5,3,15,Digital Wallet,NULL,"Friday, April 7, 2023",0,yes
TXN_5328065,Cake,5,3,15,Cash,NULL,"Monday, September 18, 2023",0,yes
TXN_9202496,Cake,5,3,15,Credit Card,In-store,"Wednesday, July 19, 2023",0,yes
TXN_2914953,Cake,2,3,6,Cash,In-store,"Tuesday, July 25, 2023",0,yes
TXN_6068148,Cake,3,3,9,NULL,In-store,"Friday, August 11, 2023",0,yes
TXN_1216051,Cake,4,3,12,Digital Wallet,Takeaway,"Saturday, October 28, 2023",0,yes
TXN_3943327,Juice,1,3,3,NULL,NULL,"Saturday, May 20, 2023",0,yes
TXN_5268025,Cookie,5,1,NULL,Digital Wallet,In-store,"Friday, May 19, 2023",0,NULL
TXN_9952441,Smoothie,1,4,NULL,Cash,In-store,"Tuesday, September 5, 2023",0,NULL
TXN_7354271,Cookie,4,1,4,NULL,In-store,"Wednesday, April 12, 2023",0,yes
TXN_3358494,Coffee,5,2,10,Digital Wallet,Takeaway,"Thursday, June 22, 2023",0,yes
TXN_2966507,Cookie,3,1,3,NULL,In-store,"Tuesday, April 25, 2023",0,yes
TXN_9752586,Tea,2,1.5,3,Digital Wallet,NULL,"Wednesday, June 14, 2023",0,yes
TXN_1324968,Cookie,3,1,3,Credit Card,In-store,"Thursday, January 5, 2023",0,yes
TXN_3985920,Salad,5,5,25,Digital Wallet,In-store,"Wednesday, March 29, 2023",0,yes
TXN_7335526,Sandwich,4,4,16,Cash,In-store,"Saturday, June 3, 2023",0,yes
TXN_5989987,Smoothie,4,4,16,Cash,NULL,"Wednesday, August 2, 2023",0,yes
TXN_8132632,Tea,3,1.5,4.5,NULL,NULL,"Wednesday, July 26, 2023",0,yes
TXN_2408294,Sandwich,4,4,16,Digital Wallet,In-store,"Tuesday, December 26, 2023",0,yes
TXN_7380756,Salad,1,5,5,Digital Wallet,Takeaway,"Monday, October 16, 2023",0,yes
TXN_1145888,Coffee,4,2,8,NULL,NULL,"Thursday, January 26, 2023",0,yes
TXN_3845754,Tea,4,1.5,6,NULL,Takeaway,"Saturday, November 25, 2023",0,yes
TXN_1315214,Tea,2,1.5,3,Digital Wallet,In-store,"Friday, November 3, 2023",0,yes
TXN_7602467,Cookie,1,1,1,Credit Card,Takeaway,"Tuesday, October 17, 2023",0,yes
TXN_1672708,Salad,4,5,20,NULL,NULL,"Tuesday, April 4, 2023",0,yes
TXN_4979250,Tea,3,1.5,4.5,Cash,In-store,"Wednesday, November 1, 2023",0,yes
TXN_2809397,Salad,2,5,10,Digital Wallet,Takeaway,"Wednesday, September 13, 2023",0,yes
TXN_8752130,Juice,2,3,6,Credit Card,Takeaway,"Monday, October 23, 2023",0,yes
TXN_9944832,Coffee,3,2,6,NULL,NULL,"Monday, December 25, 2023",0,yes
TXN_9639317,Cake,3,3,9,Cash,NULL,"Thursday, December 28, 2023",0,yes
TXN_7707761,Tea,3,1.5,4.5,Credit Card,NULL,"Wednesday, March 8, 2023",0,yes
TXN_3177517,NULL,1,1.5,1.5,Credit Card,In-store,"Wednesday, February 22, 2023",0,yes
TXN_5353855,NULL,3,4,12,Credit Card,Takeaway,"Sunday, December 24, 2023",0,yes
TXN_3106811,Juice,3,3,9,Cash,Takeaway,"Wednesday, September 27, 2023",0,yes
TXN_3475342,Juice,3,3,9,NULL,In-store,"Monday, April 24, 2023",0,yes
TXN_8017663,Coffee,2,2,4,NULL,NULL,"Thursday, May 18, 2023",0,yes
TXN_6309965,Cake,5,3,15,Digital Wallet,Takeaway,"Wednesday, June 14, 2023",0,yes
TXN_2661443,Juice,2,3,6,Credit Card,NULL,"Friday, June 30, 2023",0,yes
TXN_9207050,Cookie,5,1,5,Digital Wallet,In-store,"Friday, July 21, 2023",0,yes
TXN_5351656,Tea,1,1.5,1.5,NULL,Takeaway,"Thursday, March 2, 2023",0,yes
TXN_8905718,Tea,5,1.5,7.5,NULL,In-store,"Thursday, September 7, 2023",0,yes
TXN_1938148,Cake,2,3,6,Credit Card,Takeaway,"Wednesday, June 7, 2023",0,yes
TXN_2024598,Sandwich,1,4,4,Digital Wallet,In-store,"Sunday, January 1, 2023",0,yes
TXN_7145872,Salad,5,5,25,Digital Wallet,Takeaway,"Saturday, April 15, 2023",0,yes
TXN_8140560,Cake,5,3,15,NULL,Takeaway,"Thursday, June 29, 2023",0,yes
TXN_6591756,Cookie,5,1,5,NULL,NULL,"Thursday, March 9, 2023",0,yes
TXN_9004306,Coffee,4,2,8,Credit Card,In-store,"Friday, May 26, 2023",0,yes
TXN_7899686,NULL,1,4,4,Digital Wallet,Takeaway,"Saturday, September 9, 2023",0,yes
TXN_7092761,Salad,4,5,20,NULL,NULL,"Thursday, May 11, 2023",0,yes
TXN_6360436,Cake,2,3,6,Digital Wallet,Takeaway,"Wednesday, September 13, 2023",0,yes
TXN_3295247,Coffee,5,2,10,Digital Wallet,NULL,"Friday, August 25, 2023",0,yes
TXN_5822344,Sandwich,5,4,20,Cash,In-store,"Wednesday, September 27, 2023",0,yes
TXN_4266069,Coffee,1,2,2,NULL,NULL,"Monday, December 25, 2023",0,yes
TXN_9470768,Smoothie,5,4,20,Credit Card,NULL,"Wednesday, September 27, 2023",0,yes
TXN_1540181,Tea,3,1.5,4.5,NULL,Takeaway,"Thursday, August 17, 2023",0,yes
TXN_6688020,Salad,5,5,25,NULL,NULL,"Tuesday, September 5, 2023",0,yes
TXN_4181147,Coffee,4,2,8,NULL,Takeaway,"Saturday, February 18, 2023",0,yes
TXN_7211792,Tea,3,1.5,4.5,NULL,Takeaway,"Monday, November 27, 2023",0,yes
TXN_6568978,Cake,3,3,9,Digital Wallet,NULL,"Sunday, March 12, 2023",0,yes
TXN_6670607,Juice,5,3,NULL,NULL,Takeaway,"Friday, January 6, 2023",0,NULL
TXN_9773606,Tea,2,1.5,3,Cash,Takeaway,"Monday, December 4, 2023",0,yes
TXN_9762035,Smoothie,1,4,4,Cash,Takeaway,"Monday, August 21, 2023",0,yes
TXN_4493661,Sandwich,1,4,4,Cash,NULL,"Saturday, July 8, 2023",0,yes
TXN_5339625,Smoothie,5,4,20,Digital Wallet,NULL,"Thursday, June 29, 2023",0,yes
TXN_9657636,Cake,1,3,3,Cash,Takeaway,"Saturday, July 8, 2023",0,yes
